,Date,orig_SO,ShipDate,Specifier,Customer,Job_Name,Summary,Product_Family,Qty,Qty_On_Order,Prob_Part,Replaced,Repl_SO,RMA,Comments,Code
122,1/20/2020,,,NA,USA ILLUM WARRANTY,NA,"ORIG SO#84140 / INV#104934 -- REPORTED DEFECTIVE - LIGHT COMES ON, THEN IT GOES OFF WHEN YOU REMOVE YOUR HAND - SITE VISIT - STANLEY - PROJECT: HEILBRONN RESIDENCE - _x000d_
REPL SO#100951/ INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING_x000d_
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP_x000d_
",BEVELED PRIMARY,10,,LEM-307-00-30KS,,,RMA13470,,ELECTRICAL
123,1/20/2020,,,NA,USA ILLUM WARRANTY,NA,"ORIG SO#52056, 57359, 61518, 68238  / INV#59604, 67150, 71534, 82158 -- REPORTED DEFECTIVE - NOT LIGHTING UP - SITE VISIT - STANLEY - PROJECT: VC OFFICE (VERDERAME CALE) - _x000d_
REPL SO#100937 / INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING_x000d_
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP_x000d_
_x000d_
",NANO/MINI,30,,LEM-203-00-30KS,,,RMA13469,,ELECTRICAL
124,1/17/2020,,,NA,Y&B LIGHTING & ELECTRIC SUPPLY,NA,"ORIG SO#62719 / INV#72771 -- REPORTED DEFECTIVE - NOT LIGHTING UP - LAB FOR EVALUATION - _x000d_
REPL SO#99676 / INV#129281 -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING_x000d_
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP_x000d_
",NANO/MINI,1,,LEM-203-00-27KS,,,RMA13467,,ELECTRICAL
125,1/17/2020,SO50384,,HDLC NY,SONEPAR - CODALE ELECTRIC,GOLDMAN SACHS BLDG 111 ,  REPORTED DEFECTIVE ,NANO/MINI,9,,LEM-203-00-30KS,,,RMA13466,,ELECTRICAL
126,1/17/2020,SO97756,,NA,GOODMART,SIMON AND SCHUSTER,  REPORTED BATTERY BACK UP NOT WORKING  ,BEVELED 2.1,2,,LEM-240-00-30KS,,,RMA13461,,ELECTRICAL
127,1/16/2020,SO97291,,LILKER LIGHTING,LUPARELLO LIGHTING,METROPOLITAN COMMERCIAL BANK /Q45117,  REPORTED NOT WORKING ,BEVELED 2.1,2,,LEM-240-00-35KS,,,RMA13457,,ELECTRICAL
128,1/16/2020,SO92116,,WHL ARCHITECTS,GRAYBAR ELECTRIC-ST LOUIS,GOOGLE MIDPOINT/QUOTE 42801,  REPORTED BAD LED  ,BEVELED 2.1,1,,LEM-240-01-35KH,,,RMA13456,,ELECTRICAL
129,1/16/2020,SO85538,,DFA,GOODMART,24 HARVEST ,  REPORTED FIXTURES NEVER POWERED ON  ,BEVELED PRIMARY,2,,LEM-307-00-30KH,,,RMA13455,,ELECTRICAL
130,1/16/2020,,,NA,WELTMANN LIGHTING LLC,NA,  REPORTED DEFECTIVE ,NANO/MINI,1,,LEM-203-00-30KS,,,RMA13447,,ELECTRICAL
131,1/16/2020,,,NA,M & M LIGHTING SUPPLY INC,NA,  REPORTED DEFECTIVE ,BEVELED 2.1,6,,LEM-240-00-30KH,,,RMA13446,,ELECTRICAL
132,1/16/2020,,,NA,M & M LIGHTING SUPPLY INC,NA,  REPORTED DEFECTIVE ,BEVELED 2.1,4,,LEM-240-00-30KH,,,RMA13446,,ELECTRICAL
133,1/16/2020,,,NA,VALLEY LIGHTING-LINTHICUM,NA,  REPORTED DEFECTIVE ,BEVELED BASIC,3,,LEM-213-00-35KS,,,RMA13443,,ELECTRICAL
134,1/15/2020,SO87562,,GENSLER,MAYER ELECTRIC SUPPLY-TAMPA,CITIBANK/ QUOTE 42630,  REPORTED LED TURNED YELLOW ,NANO/MINI,1,,LEM-203-00-30KS,,,RMA13439,,ELECTRICAL
135,1/15/2020,,,NA,SANTA CLARA LIGHTING INC.,NA,"ORIG SO#56510 / INV#64318  -- REPORTED DEFECTIVE - NOT LIGHTING UP - LAB FOR EVALUATION - _x000d_
REPL SO#98829 / INV#128074 -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING_x000d_
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP_x000d_
_x000d_
",BEVELED 2.1,12,,LEM-240-00-35KS,,,RMA13437,,ELECTRICAL
136,1/14/2020,,,NA,LOUIS SHIFFMAN,NA,  REPORTED DEFECTIVE ,NANO/MINI,1,,LEM-203-00-30KS,,,RMA13434,,ELECTRICAL
137,1/14/2020,SO93254,,ONE LUX STUDIO,WELTMANN LIGHTING LLC,TISHMAN SPEYER 45 ROCKEFELLER /Q43638,  REPORTED DEFECTIVE ,BEVELED MINI,1,,LEM-319-00-30KH,,,RMA13431,,ELECTRICAL
138,1/14/2020,SO98867,,NA,CITY LIGHTS,250 LOWELL STREET - PALO ALTO ,  REPORTED DEFECTIVE ,BEVELED 2.1,2,,LEM-240-00-27KH,,,RMA13426,,ELECTRICAL
139,1/14/2020,SO98867,,NA,CITY LIGHTS,250 LOWELL STREET - PALO ALTO ,  REPORTED DEFECTIVE ,BEVELED 2.1,2,,LEM-240-00-27KH,,,RMA13426,,ELECTRICAL
140,1/13/2020,,,NA,SUMMIT ELECTRIC SUPPLY-DALLAS,NA,"ORIG SO#40960 / INV#44551 -- REPORTED DEFECTIVE - NOT LIGHTING UP - SEND TO LAB FOR EVALUATION - _x000d_
REPL SO#98950 / INV#128284 -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING_x000d_
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP_x000d_
_x000d_
",BEVELED 2.0,7,,LEM-230-33-30KS,,,RMA13415,,ELECTRICAL
141,1/13/2020,,,NA,FELDMAN BROTHERS,NA,"ORIG SO#60701 / INV#71417 -- REPORTED DEFECTIVE - NOT LIGHITNG UP - SEND TO LAB FOR EVALUATION - _x000d_
REPL SO#98747 / INV#128144 -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING_x000d_
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP_x000d_
_x000d_
",BEVELED 2.1,5,,LEM-240-00-35KS,,,RMA13414,,ELECTRICAL
142,1/13/2020,SO83896,,INVISIBLE CIRCUS,NORDSTROM,THE SONO COLLECTION,  REPORTED DEFECTIVE ,NANO/MINI,1,,LEM-203-00-30KS,,,RMA13413,,ELECTRICAL
143,1/13/2020,SO80786,,CROSS DESIGN GROUP,POWER AND LIGHTING SYSTEMS,ACCOMMODATION - ALTMAN RESIDENCE Q39095,  REPORTED DEFECTIVE ,BEVELED PRIMARY,1,,LEM-307-00-30KS,,,RMA13411,,ELECTRICAL
144,1/13/2020,,,NA,PENINSULAR ELECTRIC,NA,"ORIG SO#94133 / INV#120078 -- REPORTED DEFECTIVE -NOT LIGHTING UP - SEND TO LAB FOR EVALUATION - _x000d_
REPL SO#98749 / INV#128736 -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING_x000d_
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP_x000d_
_x000d_
",BEVELED 2.1,7,,LEM-240-00-27KH,,,RMA13410,,ELECTRICAL
145,1/10/2020,,,NA,CED-NASHVILLE,NA,  REPORTED DEFECTIVE ,BEVELED MINI,1,,LEM-319-00-35KS,,,RMA13403,,ELECTRICAL
146,1/10/2020,,,NA,USA ILLUM WARRANTY,NA,"ORIG SO#49741 / INV#57388 -- REPORTED DEFECTIVE - SITE VISIT - STANLEY - PROJECT: UBS-61 SOUTH PARAMUS RD_x000d_
REPL SO#100528 / INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING_x000d_
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP_x000d_
_x000d_
",NANO/MINI,2,,LEM-203-00-30KS,,,RMA13402,,ELECTRICAL
147,1/10/2020,SO90153,,BRIAN ORTER LIGHTING DESIGN,FACILITY SOLUTIONS GROUP - NEW YORK,KIRKLAND & ELLIS 37 FL Q42313/42314,  REPORTED NOT WORKING,NANO/MINI,1,,LEM-203-00-30KS,,,RMA13401,,ELECTRICAL
148,1/10/2020,SO94849,,WILLIAM BLACKSTOCK ARCHITECTS,"INLINE ELECTRIC SUPPLY CO., INC",EQUAL JUSTICE /Q46426,  REPORTED FLICKERING ,NANO/MINI,4,,LEM-203-00-30KS,,,RMA13400,,ELECTRICAL
149,1/10/2020,SO78121,,LIGHTING WORKSHOP,GOTHAM LIGHTING,S&P GLOBAL 55 WATER STREET,  REPORTED NOT WORKING ,NANO/MINI,1,,LEM-203-00-30KS,,,RMA13399,,ELECTRICAL
150,1/9/2020,SO73198,,BENSON HLAVATY ARCHITECTS,LONESTAR ELECTRIC SUPPLY,GUIDON ENERGY - DESIGN BUILD,  REPORTED DEFECTIVE ,BEVELED 2.1,15,,LEM-240-00-35KS,,,RMA13395,,ELECTRICAL
151,1/9/2020,,,NA,USA ILLUM WARRANTY,NA,"ORIG SO#42607 / INV#46886 -- REPORTED DEFECTIVE - SITIE VISIT - WACHTER - PROJECT: UBS FINANCIAL JERICHO - _x000d_
REPL SO#100440/ INV#TBD -- UPON RECEIPT OF DEFECTIVE UNIT  --  RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP_x000d_
",BEVELED 2.0,1,,LEM-230-16-30KS,,,RMA13391,,ELECTRICAL
152,1/8/2020,,,NA,BORDER STATES ELEC-FAR,NA,  REPORTED DEFECTIVE ,BEVELED 2.1,3,,LEM-240-00-30KS,,,RMA13389,,ELECTRICAL
153,1/8/2020,,,NA,ILLUMINICO,NA,  REPORTED DEFECTIVE ,SLIVERLED,1,,LEM-274-00-27KS,,,RMA13388,,ELECTRICAL
154,1/8/2020,SO99584,,NA,SONEPAR/STUART C IRBY COMPANY,NA,CREDIT WILL BE ISSUED UPON RECEIPT  original so#99584 ,NANO/MINI,3,,LEM-203-00-27KS,,,RMA13386,,ELECTRICAL
155,1/8/2020,SO99584,,NA,SONEPAR/STUART C IRBY COMPANY,NA,CREDIT WILL BE ISSUED UPON RECEIPT  original so#99584 ,NANO/MINI,3,,LEM-203-00-27KS,,,RMA13386,,ELECTRICAL
156,1/8/2020,,,NA,INDEPENDENT ELECTRIC - MILPITAS,NA,  REPORTED DEFECTIVE ,BEVELED 2.1,27,,LEM-240-00-35KS,,,RMA13385,,ELECTRICAL
157,1/8/2020,,,NA,WIEDENBACH BROWN - HICKSVILLE,NA,  REPORTED DEFECTIVE ,BEVELED BASIC,4,,LEM-213-00-35KS,,,RMA13384,,ELECTRICAL
158,1/8/2020,SO89690,,L'OBSERVATOIRE,SCHEMAN & GRANT,158 MERCER STREET/QUOTE 42635,  REPORTED DEFECTIVE ,NANO/MINI,2,,LEM-203-00-30KS,,,RMA13383,,ELECTRICAL
159,1/8/2020,SO92562,,NA,CED - ORANGE,NA,  REPORTED DEFECTIVE  ,NANO/MINI,4,,LEM-203-00-30KS,,,RMA13382,,ELECTRICAL
160,1/8/2020,,,NA,USA ILLUM WARRANTY,NA,"ORIG SO#74750 / INV#90450 -- REPORTED DEFECTIVE - NOT LIGHTING UP - SITE VISIT - THOMAS - PROJECT: MORGAN STANLEY AMENTITIES -  _x000d_
REPL SO#100411 / INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING_x000d_
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP_x000d_
",NANO/MINI,3,,LEM-203-00-30KS,,,RMA13381,,ELECTRICAL
161,1/8/2020,,,NA,GRAYBAR ELECTRIC-ST LOUIS,NA,  REPORTED  DEFECTIVE,SLIVERLED,4,,LEM-274-00-27KH,,,RMA13380,,ELECTRICAL
162,1/8/2020,SO82742,,FISHER MARANTZ STONE,WIEDENBACH BROWN - HICKSVILLE,GENERAL DYNAMICS Q35619,  REPORTED DEFECTIVE ,BEVELED 2.1,2,,LEM-240-00-30KH,,,RMA13378,,ELECTRICAL
163,1/8/2020,SO82742,,FISHER MARANTZ STONE,WIEDENBACH BROWN - HICKSVILLE,GENERAL DYNAMICS Q35619,  REPORTED DEFECTIVE ,BEVELED 2.1,3,,LEM-240-00-30KH,,,RMA13378,,ELECTRICAL
164,1/8/2020,,,NA,MARS ELECTRIC CO,NA,  REPORTED DEFECTIVE ,BEVELED 2.2,1,,LEM-275-32-2722KH,,,RMA13377,,ELECTRICAL
165,1/8/2020,,,NA,QED-DVR,NA,  REPORTED IS OUT NOT WORKING ,BEVELED 2.2,1,,LEM-275-16-3022KH,,,RMA13376,,ELECTRICAL
166,1/7/2020,SO81019,,NA,UNITED LIGHTING & ELECTRICAL GROUP-COMMACK,NA,  REPORTED  Fixture is not turning on ,BEVELED BASIC,1,,LEM-213-00-35KS,,,RMA13369,,ELECTRICAL
167,1/7/2020,SO81019,,NA,UNITED LIGHTING & ELECTRICAL GROUP-COMMACK,NA,  REPORTED  Fixture is not turning on ,BEVELED 2.1,1,,LEM-240-00-35KS,,,RMA13369,,ELECTRICAL
168,1/7/2020,,,NA,USA ILLUM WARRANTY,NA,"RIG SO#86108 / INV#109662 -- REPORTED DEFECTIVE - SITE VISIT - STANLEY - PROJECT: KING STREET CAPITAL - _x000d_
REPL SO#100288 / INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING_x000d_
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP_x000d_
_x000d_
",BEVELED MINI,2,,LEM-319-00-30KH,,,RMA13368,,ELECTRICAL
169,1/6/2020,SO84531,,FISHER MARANTZ STONE,WIEDENBACH BROWN - HICKSVILLE,GENERAL DYNAMICS Q35603,  REPORTED  DEFECTIVE ,BEVELED,2,,LEM-236-00-30KS,,,RMA13367,,ELECTRICAL
170,1/6/2020,,,NA,USA ILLUM WARRANTY,NA,"ORIG SO#85890, 87326 / INV#106612, 108187 -- REPORTED DEFECTIVE - DIMMED / NOT LIGHTING UP - SITE VISIT - STANLEY - PROJECT: THOMPSON RESIDENCE -  _x000d_
REPL SO#100277 / INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING_x000d_
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP_x000d_
",NANO/MINI,7,,LEM-203-00-27KH,,,RMA13365,,ELECTRICAL
171,1/6/2020,,,NA,USA ILLUM WARRANTY,NA,"ORIG SO#85890, 87326 / INV#106612, 108187 -- REPORTED DEFECTIVE - DIMMED / NOT LIGHTING UP - SITE VISIT - STANLEY - PROJECT: THOMPSON RESIDENCE -  _x000d_
REPL SO#100277 / INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING_x000d_
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP_x000d_
",BEVELED MINI,2,,LEM-319-00-27KH,,,RMA13365,,ELECTRICAL
172,1/6/2020,,,NA,MAYER ELECTRIC - PITTSBURGH,NA,  REPORTED DEFECTIVE ,NANO/MINI,2,,LEM-203-00-35KS,,,RMA13363,,ELECTRICAL
173,1/6/2020,,,NA,GOODMART,NA,"ORIG SO#84668 / INV#104423 -- REPORTED DEFECTIVE - NOT LIGHTING UP - _x000d_
REPL SO#100258 / INV#TBD -- CREDIT UPON RECEIPT OF DEFECTIVE UNIT  --  NO RESTOCKING_x000d_
RETURN USING SHIPPING LABEL ENCLOSED WITH THE PACKING SLIP_x000d_
",BEVELED 2.1,1,,LEM-240-00-30KS,,,RMA13362,,ELECTRICAL
174,1/6/2020,SO46492,,THE LIGHTING PRACTICE ,SUBURBAN WHOLESALE,CAMPBELLS SOUP//Q27446,  REPORTED DEFECTIVE ,NANO/MINI,1,,LEM-203-00-35KS,,,RMA13359,,ELECTRICAL
175,1/3/2020,SO92148,,D2CA ARCHITECTS,SONEPAR/FRIEDMAN ELECTRIC SUPPLY,JACQUET OFFICE,  REPORTED  LIGHT OUT ,NANO/MINI,1,,LEM-203-00-35KS,,,RMA13354,,ELECTRICAL
176,1/2/2020,SO67727,,KGM,ANIXTER POWER SOLUTIONS LLC,ATLANTA PLAZA REPOSITIONING LOBBY Q32341, REPORTED DEFECTIVE ,BEVELED 2.1,1,,LEM-240-00-30KS,,,RMA13351,,ELECTRICAL
177,2/27/2020,SO97767,,NA,CRESCENT ELECTRIC - PORTLAND,NW NATURAL GAS,  REPORTED FIXTURE WILL not illuminate ,BEVELED MINI,1,,SP-154-0500-2,,,RMA13690,,ELECTRICAL
178,2/27/2020,,,NA,MAYER ELECTRIC SUPPLY-BIRMINGHAM,NA,  REPORTED DEFECTIVE ,BEVELED 2.1,1,,SP-142-0500-2,,,RMA13689,,ELECTRICAL
179,2/26/2020,,,NA,"USESI, US ELECTRICAL SERVICES, INC",NA,  REPORTED DEFECTIVE ,SLIVERLED,1,,SP-189-0225-19,,,RMA13675,,ELECTRICAL
180,2/25/2020,SO98468,,EWING COLE (OOT),L. I. ELECTRICAL DISTRIBUTING CO,REGENXBIO NY OFFICE /Q47952,  REPORTED 3 BAD DRIVERS ,BEVELED MINI BASIC,3,,SP-257-0350-6E,,,RMA13670,,ELECTRICAL
181,2/25/2020,,,NA,CANTLON,NA,REPORTED NOT LIGHTING UP,BEVELED MINI,1,,SP-112-0500-2,,,RMA13667,,ELECTRICAL
182,2/24/2020,,,NA,CED-DENVER,NA,  REPORTED DEFECTIVE ,BEVELED MINI,1,,SP-064-0500-2,,,RMA13662,,ELECTRICAL
183,2/21/2020,SO49153,,NA,HED SOUTH,PARAKET RESIDENCE,  REPORTED 6 FIXTURES NOT WORKING ,BEVELED MINI COLOR SELECT,6,,SP-160-0500-10,,,RMA13659,,ELECTRICAL
184,2/21/2020,,,NA,CED - SAN ANTONIO,NA,  REPORTED (1) bad D1 on this order. Not sure if it is the driver or the LED. ,BEVELED MINI X,1,,SP-323-0220-22,,,RMA13656,,ELECTRICAL
185,2/20/2020,SO70007,,GABE,GOODMART,10 BEACH STREET,  REPORTED DEFECTIVE ,SLIVERLED,3,,SP-234-0700-3,,,RMA13652,,ELECTRICAL
186,2/19/2020,,,NA,USA ILLUM WARRANTY,NA,REPORTED TURNING YELLOW,NANOLED MULTI,3,,SP-125-0500-2-4,,,RMA13649,,ELECTRICAL
187,2/19/2020,SO89109,,HOK (OOT),TURTLE & HUGHES - NEW YORK CITY,LAGUARDIA AIRPORT/QUOTE 43367,  REPORTED DEFECTIVE ,BEVELED 2.1,2,,SP-140-0700-2,,,RMA13643,,ELECTRICAL
188,2/19/2020,SO81518,,STUDIOS ARCHITECTURE,SHEPHERD ELECTRIC-BALTIMORE,CUA CATHOLIC UNIVERSITY OF AMERICA/QUOTE 38673,  REPORTED DEFECTIVE ,BEVELED 2.2,4,,SP-312-1400-6E,,,RMA13641,,ELECTRICAL
189,2/18/2020,SO87539,,ICRAVE DESIGN,CANTLON,368 9TH AVE,  REPORTED DEFECTIVE ,BEVELED BLOCK,2,,SP-241-0700-19,,,RMA13637,,ELECTRICAL
190,2/18/2020,SO64280,,*JM ,TRI ARC ELECTRIC SUPPLY,MARIOS ,  REPORTED DEFECTIVE ,BEVELED MINI COLOR SELECT,1,,SP-160-0350-2,,,RMA13634,,ELECTRICAL
191,2/18/2020,SO99820,,NA,MAYER ELECTRIC SUPPLY-ORLANDO,DISNEY CARIBBEAN BEACH,  REPORTED DEFECTIVE ,BEVELED BLOCK,1,,SP-241-0700-2,,,RMA13632,,ELECTRICAL
192,2/18/2020,SO48249,,SIGNUM ARCHITECTURE ,"INDEPENDENT ELECTRIC SUPPLY, INC.-SANTA ROSA",KARINYA RESIDENCE ,  REPORTED 2 FIXTURES STOPPED WORKING ,BEVELED 2.0,2,,SP-059-0350-7,,,RMA13630,,ELECTRICAL
193,2/17/2020,SO80253,,NA,CED - LAPPIN ELECTRIC,JUNGERS,  REPORTED BAD DRIVERS ,NANOLED MULTI,3,,SP-033-0500-3,,,RMA13628,,ELECTRICAL
194,2/17/2020,SO95908,,ONE LUX STUDIO (OOT),UNITED LIGHTING & ELECTRICAL GROUP-COMMACK,800 HARBOR BOULEVARD/Q43887,  REPORTED DRIVER NOT WORKING   ,BEVELED 2.2,1,,SP-317-0700-4H,,,RMA13624,,ELECTRICAL
195,2/13/2020,SO46918,,DESIGN BUILD,ABNI'S ELECTRICAL & LIGHTING SUPPLY INC,820 HARBOR DRIVE-KEY BISCAYNE,  REPORTED  LIGHTS ARE FLASHING OFF AND ON ,BEVELED BASIC,4,,SP-062-0350-9,,,RMA13613,,ELECTRICAL
196,2/12/2020,,,NA,WIEDENBACH BROWN - HICKSVILLE,NA,  REPORTED DEFECTIVE ,BEVELED BASIC,1,,SP-062-0350-2,,,RMA13609,,ELECTRICAL
197,2/12/2020,SO86824,,NA,LIGHT BULBS UNLIMITED - WINTER PARK,NA, REPORTED DEFECTIVE ,BEVELED 2.2,1,,SP-355-0700-3,,,RMA13607,,ELECTRICAL
198,2/12/2020,SO99049,,CROSSED,GRAYBAR ELECTRIC-ST LOUIS,SUNSET COUNTRY CLUB PATIO,  REPORTED DEFECTIVE ,BEVELED PRIMARY,1,,SP-403-0500-22,,,RMA13606,,ELECTRICAL
199,2/12/2020,,,NA,CHELSEA LIGHTING,NA,  REPORTED FIXTURES WORK - BUT COLOR TEMP (LED) IS OFF ,BEVELED 2.1,1,,SP-142-0500-2,,,RMA13605,,ELECTRICAL
200,2/12/2020,,,NA,CANTLON,NA,  REPORTED DEFECTIVE ,BEVELED 2.0,1,,SP-098-0700-4,,,RMA13604,,ELECTRICAL
201,2/12/2020,,,NA,SCOTT ELECTRIC COMPANY,NA,  REPORTED DEFECTIVE ,BEVELED MINI,3,,SP-064-0500-7,,,RMA13603,,ELECTRICAL
202,2/12/2020,,,NA,ANIXTER POWER SOLUTIONS LLC,NA,  REPORTED DEFECTIVE ,BEVELED MINI X,2,,SP-323-0500-22,,,RMA13602,,ELECTRICAL
203,2/12/2020,SO100185,,D2 SOLUTIONS,"USESI, US ELECTRICAL SERVICES, INC",PENN BUILDING 3,  REPORTED DEFECTIVE ,BEVELED MICRO,2,,SP-262-0700-2,,,RMA13601,,ELECTRICAL
204,2/12/2020,SO86052,,TVS DESIGN (OOT),MAYER ELECTRIC SUPPLY-BIRMINGHAM,AU PERFORMING ARTS CENTER/Q35615,  REPORTED DEFECTIVE - NOT LIGHTING ,BEVELED 2.1,1,,SP-142-0500-2,,,RMA13599,,ELECTRICAL
205,2/11/2020,SO63566,,SBLD STUDIO (OOT) ,EVERGREEN SUPPLY-CHICAGO,HINES - 444 LAKE STREET,  REPORTED LIGHTS ARE STROBBING  ,BEVELED MINI,1,,SP-065-0350-2,,,RMA13597,,ELECTRICAL
206,2/11/2020,SO72528,,EWING COLE CHERRY BROTT,GRAYBAR ELECTRIC-ST LOUIS,MSKCC NASSAU REGIONAL Q32332,  REPORTED STOPPED WORKING ,BEVELED MINI,1,,SP-155-0350-6B,,,RMA13595,,ELECTRICAL
207,2/11/2020,SO65553,,MAX HOOVER /Amanda Sullivan Studio Architecture ,GOODMART,SHOWROOM ,  REPORTED DEFECTIVE ,BEVELED MINI COLOR SELECT,2,,SP-160-0500-19,,,RMA13594,,ELECTRICAL
208,2/11/2020,SO94974,,CORE ARCHITECTURE AND DESIGN,DULLES ELEC,WHITMAN WALKER HEALTH,  REPORTED NOT TURNING ON ,BEVELED MINI X,1,,SP-324-0500-6E,,,RMA13593,,ELECTRICAL
209,2/10/2020,SO91213,,BRASHER ARCHITECTURE,SHEPHERD ELECTRIC-BALTIMORE,SJPI BESTGATE OFFICE, REPORTED DEFECTIVE ,BEVELED 2.1,3,,SP-140-1000-2-EML,,,RMA13587,,ELECTRICAL
210,2/10/2020,,,NA,USA ILLUM WARRANTY,NA,REPORTED SOMES ISSUES WITH BLINKING OR STROBING - HAPPENING AT COLD START AT BOTH DIMMER/SWITCHED CIRCUITS,BEVELED 2.2,10,,SP-318-0700-4,,,RMA13586,,ELECTRICAL
211,2/10/2020,,,NA,USA ILLUM WARRANTY,NA,REPORTED FIXTURE IS OUT,BEVELED MINI,1,,SP-064-0500-2,,,RMA13585,,ELECTRICAL
212,2/7/2020,,,NA,FACILITY SOLUTION GROUP (FSG),NA,  REPORTED DRIVER OUT,BEVELED MINI,1,,SP-155-0500-2,,,RMA13579,,ELECTRICAL
213,2/7/2020,,,NA,FACILITY SOLUTION GROUP (FSG),NA,  REPORTED DRIVER OUT,BEVELED MINI,1,,SP-155-0500-19,,,RMA13579,,ELECTRICAL
214,2/7/2020,SO97279,,SMITH GROUP,CED-STERLING,HINES 1900 K ST NW/QUOTE 45176,  REPORTED FIXTURES COLOR CHANGE  DOES NOT WORK ,BEVELED 2.2,1,,SP-362-0350-6E,,,RMA13578,,ELECTRICAL
215,2/7/2020,SO69992,,CORGAN OOT,REXEL - RIVIERA BEACH ,LOCKE LORD Q34894,  REPORTED 1 BAD DRIVER & 5 BAD LED'S ,BEVELED BASIC,1,,SP-062-0500-2,,,RMA13576,,ELECTRICAL
216,2/7/2020,,,NA,USA ILLUM WARRANTY,NA,"REPORTED COLOR TEMP ISSUES - 3 OF THE LIGHTS CHANGED COLOR. 2 ARE YELLOWER THAN THE REST, 1 MORE BLUE, COOLER IN THAN THE REST",BEVELED MINI COLOR SELECT,5,,SP-160-0500-19,,,RMA13573,,ELECTRICAL
217,2/6/2020,SO91395,,TPG ARCHITECTURE,CHELSEA LIGHTING,NATIONAL HOCKEY LEAGUE/QUOTE 44043,  REPORTED 11 FIXTURES  THAT ARE OUT ,BEVELED 2.2,11,,SP-318-0700-6E,,,RMA13572,,ELECTRICAL
218,2/6/2020,SO88825,,TIMBERLINE ELECTRIC,NESCO-CANTON,ZAJAC RESIDENCE,  REPORTED FIXTURE IS ON AND OFF - WORKS SOMETIMES - TURNS OFF AFTER A WHILE ,BEVELED MINI X,1,,SP-322-0350-3,,,RMA13571,,ELECTRICAL
219,2/6/2020,SO62579,,NA,CED-DALLAS,PARK PLACE PORSCHE REMODEL,  REPORTE FLICKERING  ,BEVELED 2.1,5,,SP-140-1400-6E,,,RMA13568,,ELECTRICAL
220,2/6/2020,SO72577,,MELANIE FREUNDLICH LIGHTING DESIGN (OOT) ,"USESI, US ELECTRICAL SERVICES, INC", WILLIAMS COLLEGE RESIDENCE HALL - CDE DORM/QUOTE 32919,  REPORTED 2 FIXTURES NO LONGER WORKING AND 3 DISCOLORED ,BEVELED MINI,2,,SP-155-0500-2,,,RMA13567,,ELECTRICAL
221,2/5/2020,SO86830,,ONE LUX STUDIO,WELTMANN LIGHTING LLC,SIDLEY AUSTIN/QUOTE 42327,  REPORTED FLICKERING ,BEVELED MINI X,1,,SP-323-0500-2,,,RMA13562,,ELECTRICAL
222,2/5/2020,,,NA,USA ILLUM WARRANTY,NA,REPORTED BY-PASSED THE DIMMERS & THE PROBLEM STIL EXISTS,BEVELED MINI,18,,SP-065-0500-9,,,RMA13560,,ELECTRICAL
223,2/4/2020,SO83121,,HOK,TURTLE & HUGHES-LINDEN,LAGUARDIA AIRPORT, CREDIT UPON RECEIPT  ,BEVELED 2.1,7,,SP-140-1000-2,,,RMA13555,,ELECTRICAL
224,2/4/2020,SO83121,,HOK,TURTLE & HUGHES-LINDEN,LAGUARDIA AIRPORT, CREDIT UPON RECEIPT  ,BEVELED 2.1,1,,SP-140-0700-2,,,RMA13555,,ELECTRICAL
