Item ID,Rev Level,Item Name
E2-754,,DRIVER - CC 50W 1400mA 2-55V 120-277V 50/60HZ 0-10V LIN 0% DIM PKG B -EL
E2-755,,DRIVER - CC 50W 1400mA 2-55V 120-277V 50/60HZ 0-10V LOG 0% DIM PKG B -EL
E2-756,,DRIVER - CC 50W 1400mA 2-55V 120-277V 50/60HZ DALI LIN 0% DIM PKG B -EL
E2-762,,DRIVER - CC 30W 700mA 2-55V 120-277V 50/60HZ 0-10V 0% LIN DIM PKG S2 -EL
E2-763,,DRIVER - CC 30W 700mA 2-55V 120-277V 50/60HZ 0-10V 0% LOG DIM PKG S2 -EL
E2-764,,DRIVER - CC 30W 700mA 2-55V 120-277V 50/60HZ DALI 0% LIN DIM PKG S2 -EL
E2-765,,DRIVER - CC 30W 700mA 2-55V 120-277V 50/60HZ 0-10V 1% LIN DIM PKG S2 -EL
E2-766,,DRIVER - CC 30W 700mA 2-55V 120-277V 50/60HZ 0-10V 1% LOG DIM PKG S2 -EL
E2-767,,DRIVER - CC 30W 700mA 14-42V 120-277V 50/60HZ 0-10V 10% DIM -TR
E2-770,,DRIVER - CC 40W 700mA 30-54V 120V 50/60HZ CCR FWD 1% DIM PKG KN-LU
E2-771,,DRIVER - CC 40W 700mA 30-54V 120-277V 50/60HZ CCR ECO 1% DIM PKG KN-LU
E2-772,,DRIVER - CC 40W 700mA 15-38V 120V 50/60HZ CCR FWD 1% DIM PKG KN-LU
E2-773,,DRIVER - CC 40W 700mA 15-38V 120-277V 50/60HZ CCR ECO 1% DIM PKG KN-LU
E2-774,,DRIVER - CC 16W 175-350mA 20-46V 120V 50/60HZ FWD/REV 1% DIM -HT
E2-779,,DRIVER - CC 40W 220mA 30-54V 120V 50/60HZ CCR FWD 1% DIM PKG KS-LU
E2-780,,DRIVER - CC 40W 220mA 30-54V 120V 50/60HZ CCR ECO 1% DIM PKG KS-LU
E2-781,,DRIVER - CC 40W 400mA 30-54V 120V 50/60HZ CCR FWD 1% DIM PKG KS-LU
E2-782,,DRIVER - CC 30W 400mA 2-55V 120-277V 50/60HZ 1% LIN DIM PKG B-EL
E2-783,,DRIVER -CC 50W 900mA 2-55V 120-277V 50/60HZ  0-10V LIN 1% DIM PKG B -EL
E2-784,,DRIVER -CC 50W 900mA 2-55V 120-277V 50/60HZ 0-10V LOG 1% DIM B PKG -EL
E2-785,,DRIVER -CC 50W 900mA 2-55V 120-277V 50/60HZ DALI 1% DIM PKG B -EL
E2-786,,DRIVER - CC 30W 225mA 2-55V 120-277V 50/60HZ 0-10V LIN 1% DIM PKG B -EL
E2-787,,DRIVER - CC 30W 225mA 2-55V 120-277V 50/60HZ 0-10V LOG 1% DIM PKG B -EL
E2-788,,DRIVER - CC 50W 800mA 2-55V 120-277V 50/60HZ 0-10V LOG 1% DIM PKG B-EL
E2-789,,DRIVER - CC 12W 250mA 16-48V 120-277V 50/60HZ 0-10V 10% DIM-TR
E2-796,,"DRIVER - CC 600W XXXmA 2-48V 120-240V 50/60HZ 0-10V,DALI,DMX LIN 0% PKG RACK -EL"
E2-800,,DRIVER - CC 30W 225mA 2-55V 120-277V 50/60HZ LIN 0-10V 0% DIM PKG S2 -EL
E2-801,,DRIVER -CC 30W 225mA 2-55V 120-277V 50/60HZ LOG 0-10V DIM PKG S2
E2-803,,DRIVER - CC 100W 350mA 2-55V 120-277V 50/60HZ DALI LIN 1% DIM PKG S1 -EL
E2-804,,DRIVER - CC 15W 350mA 30-42V 120V 50/60HZ FWD/REV 1% DIM PKG RD -ER
E2-815,,DRIVER - CC 50W 1400mA 2-55V 120-277V 50/60HZ 0-10V 1% LIN DIM PKG INT -EL
E2-816,,DRIVER - CC 50W 1400mA 2-55V 120-277V 50/60HZ 0-10V 1% LOG DIM PKG INT -EL
E2-817,,DRIVER-CC 50W 1000mA 2-55V 120-277V 50/60HZ 0-10V 0% LIN DIM PKG B-EL
E2-818,,DRIVER- CC 50W 1000mA 2-55V 120-277V 50/60HZ 0-10V 0% LIN DIM PKG B-EL
E2-820,,DRIVER - CC 50W 1000mA 2-55V 120-277V 50/60HZ DALI  LIN 0% DIM PKG B -EL
E2-821,,DRIVER - CC 30W 225mA 2-55V 120-277V 50/60HZ LIN 0-10V 0% DIM PKG B-EL
E2-822,,DRIVER - CC 30W 225mA 2-55V 120-277V 50/60HZ LOG 0-10V 0% DIM PKG B-EL
E2-823,,DRIVER - CC 30W 350mA 2-55V 120-277V 50/60HZ DALI  LIN 1% DIM PKG S2 -EL
E2-824,,DRIVER - CC 30W 500mA 2-55V 120-277V 50/60HZ DALI LIN 1% DIM PKG S2 -EL
E2-825,,DRIVER - CC 30W 700mA 2-55V 120-277V 50/60HZ DALI LIN 1%  DIM PKG S2 -EL
E2-826,,DRIVER - CC 50W 700mA 2-55V 120-277V 50/60HZ DALI LIN 1% DIM PKG S2 -EL
E2-827,,DRIVER - CC 50W 700mA 2-55V 120-277V 50/60HZ 0-10V LIN 1% DIM PKG S1 -EL
E2-828,,DRIVER - CC 50W 700mA 2-55V 120-277V 50/60HZ 0-10V LOG 1% DIM PKG S1 -EL
E2-829,,DRIVER - CC 100W 350mA 5-55V 120-277V 50/60HZ 0-10V LIN 1% DIM PKG S1 -EL
E2-830,,DRIVER - CC 100W 350mA 5-55V 120-277V 50/60HZ 0-10V LOG 1% DIM PKG S1 -EL
E2-831,,DRIVER - CC 100W 350mA 2-57V 120-277V 50/60HZ DMX LIN 1% DIM PKG S1 -EL
E2-832,,DRIVER - CC 100W 700mA 2-57V 120-277V 50/60HZ DMX LIN 1% DIM PKG S1 -EL
E2-833,,DRIVER - CC 50W 350mA 2-57V 120-277V 50/60HZ DMX LIN 1% DIM PKG S1 -EL
E2-834,,DRIVER - CC 50W 700mA 2-57V 120-277V 50/60HZ DMX LIN 1% DIM PKG S1 -EL
E2-835,,DRIVER - CC 100W 700mA 2-55V 120-277V 50/60HZ 0-10V LIN 1% DIM PKG S1 -EL
E2-836,,DRIVER - CC 100W 700mA 2-57V 120-277V 50/60HZ 0-10V LOG 1% DIM PKG S1 -EL
E2-837,,DRIVER - CC 100W 700mA 2-57V 120-277V 50/60HZ DALI LIN 1% DIM PKG S1 -EL
E2-838,,DRIVER- CC 10W 250mA 30-42V 120V 50/60HZ FWD/REV 1% DIM PKG RD-ER
E2-839,,DRIVER - CC 30W 500mA 5-55V 120-277V 50/60HZ 0-10 LOG DIM 1% INT HSG -EL
E2-840,,DRIVER - CC 30W 700mA 5-55V 120-277V 50/60HZ 0-10 LOG DIM 1% INT HSG -EL
E2-841,,DRIVER - CC 40W 1400mA 8-50V 120-277V 50/60HZ LOG 0% DMX DIM -MO
E2-842,,DRIVER - CC 40W 900mA 8-50V 120-277V 50/60HZ LOG 0% DMX DIM -MO
E2-844,,DRIVER-CC 40W 1050mA 15-38V 120V 50/60HZ CCR FWD 1% DIM PKG KS-LU
E2-845,,DRIVER-CC 40W 1050mA 15-38V 120-277V 50/60HZ CCR ECO 1% DIM PKG KS-LU
E2-867,,DRIVER - CC 30W 1050mA 5-55V 120-277V 50/60HZ 0-10 LIN DIM 1% INT HSG -EL
E2-868,,DRIVER - CC 30W 1050mA 5-55V 120-277V 50/60HZ 0-10 LOG DIM 1% INT HSG -EL
E2-869,,DRIVER - CC 50W 200/200/200/400mA 5-55V 120-277V 50/60HZ (4) PS64 16BIT MAN DMX DIM -EL
E2-873,,DRIVER - CC 40W 900mA 31-44V 120-277V 50/60HZ ECO 5% DIM PKG KS -LU
E2-876,,DRIVER - CC 30W 200mA 2-55V 120-277V 50/60HZ 0-10V LIN  0% DIM PKG B-EL
E2-877,,DRIVER-CC 15W 350mA 24-42V 120/277V 50/60HZ DIM 1% FWD/REV/ 0-10V-ER
E2-878,,DRIVER-CC 100W 1050mA 2-57V 120-277V 50/60HZ 0-10V LOG 1% DIM PKG S2-EL
E2-882,,DRIVER - CC 30W 1800mA 8-50V 120-277V 50/60HZ LOG 0% DMX DIM -MO
E2-883,,DRIVER - CC 40W 1800mA 8-50V 120-277V 50/60HZ LOG 0% DMX DIM -MO
E2-884,,EM DRIVER - CC 6.0W 280mA 15-52V 120/277V 50/60HZ SIDE
E2-885,,DRIVER - CC 35W 500mA 34-50V 120V 50/60HZ CCR ECO 5% DIM PKG KS-LU
E2-887,,DRIVER - CC 30W 500mA 24-42V 120/277V 50/60HZ DIM 1% FWD/REV/ 0-10V-ER
E2-888,,DRIVER - CC 30W 700mA 24-42V 120/277V 50/60HZ DIM 1% FWD/REV/ 0-10V-ER
E2-889,,DRIVER - CC 16W 500mA 15-30V 120-277V 50/60HZ DIM 5% ECO PKG KS - LU
E2-890,,DRIVER - CC 16W 700mA 12-23V 120-277V 50/60HZ DIM 5% ECO PKG KS - LU
E2-891,,DRIVER - CC 32W 1050mA 17-30V 120-277V 50/60HZ DIM 5% ECO PKG KS - LU
E2-892,,DRIVER - CC 32W 1400mA 13-23V 120-277V 50/60HZ DIM 5% ECO PKG KS - LU
E2-893,,DRIVER - CC 16W 500mA 15-30V 120-277V 50/60HZ DIM 1% ECO PKG KS - LU
E2-894,,DRIVER - CC 16W 700mA 12-23V 120-277V 50/60HZ DIM 1% ECO PKG KS - LU
E2-897,,DRIVER - CC 40W 1000mA 24-38 120-277V 50/60HZ DIM 1% ECO PKG KS - LU
E2-898,,DRIVER - CC 40W 1300mA 20-30 120-277V 50/60HZ DIM 1% ECO PKG KS - LU
E2-899,,DRIVER - CC 35W 700mA 30-50 120-277V 50/60HZ DIM 1% ECO PKG KS - LU
E2-900,,DRIVER - CC 30W 350mA 2-55V 120-277V 50/60HZ DIM LIN 0.1% 0-10V PKG B - EL
E2-901,,DRIVER - CC 30W 500mA 2-55V 120-277V 50/60HZ DIM LIN 0.1% 0-10V PKG B - EL
E2-902,,DRIVER - CC 30W 700mA 2-55V 120-277V 50/60HZ DIM LIN 0.1% 0-10V PKG B - EL
E2-903,,DRIVER - CC 30W 1050mA 2-55V 120-277V 50/60HZ DIM LIN 0.1% 0-10V PKG B - EL
E2-904,,DRIVER - CC 50W 1400mA 2-55V 120-277V 50/60HZ DIM LIN 0.1% 0-10V PKG B - EL
E2-905,,DRIVER - CC 30W 350mA 2-55V 120-277V 50/60HZ DIM LIN 1% 0-10V PKG B - EL
E2-906,,DRIVER - CC 30W 500mA 2-55V 120-277V 50/60HZ DIM LIN 1% 0-10V PKG B - EL
E2-907,,DRIVER - CC 30W 700mA 2-55V 120-277V 50/60HZ DIM LIN 1% 0-10V PKG B - EL
E2-908,,DRIVER - CC 30W 1050mA 2-55V 120-277V 50/60HZ DIM LIN 1% 0-10V PKG B - EL
E2-909,,DRIVER - CC 50W 1400mA 2-55V 120-277V 50/60HZ DIM LIN 1% 0-10V PKG B - EL
E2-910,,DRIVER - CC 30W 350mA 2-55V 120-277V 50/60HZ DIM LOG 0.1% 0-10V PKG B - EL
E2-911,,DRIVER - CC 30W 500mA 2-55V 120-277V 50/60HZ DIM LOG 0.1% 0-10V PKG B - EL
E2-912,,DRIVER - CC 30W 700mA 2-55V 120-277V 50/60HZ DIM LOG 0.1% 0-10V PKG B - EL
E2-913,,DRIVER - CC 30W 1050mA 2-55V 120-277V 50/60HZ DIM LOG 0.1% 0-10V PKG B - EL
E2-914,,DRIVER - CC 50W 1400mA 2-55V 120-277V 50/60HZ DIM LOG 0.1% 0-10V PKG B - EL
E2-915,,DRIVER - CC 30W 350mA 2-55V 120-277V 50/60HZ DIM LOG 1% 0-10V PKG B - EL
E2-916,,DRIVER - CC 30W 500mA 2-55V 120-277V 50/60HZ DIM LOG 1% 0-10V PKG B - EL
E2-917,,DRIVER - CC 30W 700mA 2-55V 120-277V 50/60HZ DIM LOG 1% 0-10V PKG B - EL
E2-918,,DRIVER - CC 30W 1050mA 2-55V 120-277V 50/60HZ DIM LOG 1% 0-10V PKG B - EL
E2-919,,DRIVER - CC 50W 1400mA 2-55V 120-277V 50/60HZ DIM LOG 1% 0-10V PKG B - EL
E2-920,,DRIVER - CC 20W 220mA 10-54V 120-277V 50/60HZ DIM 0.1% ECO PKG V - LU
E2-921,,DRIVER - CC 20W 350mA 10-54V 120-277V 50/60HZ DIM 0.1% ECO PKG V - LU
E2-922,,DRIVER - CC 20W 500mA 10-54V 120-277V 50/60HZ DIM 0.1% ECO PKG V - LU
E2-923,,DRIVER - CC 20W 700mA 10-54V 120-277V 50/60HZ DIM 0.1% ECO PKG V - LU
E2-924,,DRIVER - CC 20W 220mA 10-54V 120-277V 50/60HZ DIM 1% ECO PKG V - LU
E2-925,,DRIVER - CC 20W 350mA 10-54V 120-277V 50/60HZ DIM 1% ECO PKG V - LU
E2-926,,DRIVER - CC 20W 500mA 10-54V 120-277V 50/60HZ DIM 1% ECO PKG V - LU
E2-927,,DRIVER - CC 20W 700mA 10-54V 120-277V 50/60HZ DIM 1% ECO PKG V - LU
E2-928,,DRIVER - CC 17W 350mA 23-50V 120-277V 50/60HZ DIM 1% ECO PKG KN - LU
E2-929,,DRIVER - CC 26W 700mA 21-37V 120-277V 50/60HZ DIM 1% ECO PKG KN - LU
E2-930,,DRIVER - CC 35W 700mA 30-50 120-277V 50/60HZ DIM 1% ECO PKG KN - LU
E2-931,,DRIVER - CC 40W 350mA 30-54V 120V 50/60HZ CCR FWD 1% DIM PKG KL - LU
E2-932,,DRIVER- CC 20W 500mA 30-42V 120V 50/60HZ FWD 1% DIM PKG RD-ER
E2-940,,DRIVER - CC 15W 350mA 12-42V 48VDC DIM 0% POE -MX
E2-940-CS,,DRIVER - CC 15W 350mA 12-42V 48VDC DIM 0% POE-MX-CUSTOMER SUPPLY
E2-941,,DRIVER - CC 20W 500mA 12-42V 48VDC DIM 0% POE -MX
E2-941-CS,,DRIVER - CC 20W 500mA 12-42V 48VDC DIM 0% POE -MX-CUSTOMER SUPPLY
E2-942,,DRIVER - CC 30W 700mA 12-42V 48VDC DIM 0% POE -MX
E2-942-CS,,DRIVER - CC 30W 700mA 12-42V 48VDC DIM 0% POE -MX-CUSTOMER SUPPLY
E2-943,,DRIVER - CC 45W 1050mA 12-42V 48VDC DIM 0% POE -MX
E2-944,,DRIVER- CC 17W 350mA 21-50V 120-277V 50/60HZ DIM 5% ECO PKG KS-LU
E2-950,,DRIVER - CC 30W 350mA 15-42V 120-277V 50/60HZ DIM LOG 0.1% 0-10V PKG B LISTED-EL
E2-951,,DRIVER - CC 30W 500mA 15-42V 120-277V 50/60HZ DIM LOG 0.1% 0-10V PKG B LISTED - EL
E2-952,,DRIVER - CC 30W 700mA 15-42V 120-277V 50/60HZ DIM LOG 0.1% 0-10V PKG B LISTED-EL
E2-953,,DRIVER - CC 30W 1050mA 15-42V 120-277V 50/60HZ DIM LOG 0.1% 0-10V PKG B LISTED - EL
E2-954,,DRIVER - CC 30W 350mA 15-42V 120-277V 50/60HZ DIM LIN 0.1% 0-10V PKG B LISTED - EL
E2-955,,DRIVER - CC 30W 500mA 15-42V 120-277V 50/60HZ DIM LIN 0.1% 0-10V PKG B LISTED - EL
E2-956,,DRIVER - CC 30W 700mA 15-42V 120-277V 50/60HZ DIM LIN 0.1% 0-10V PKG B LISTED - EL
E2-957,,DRIVER - CC 30W 1050mA 15-42V 120-277V 50/60HZ DIM LIN 0.1% 0-10V PKG B LISTED - EL
E2-958,,DRIVER - CC 30W 350mA 15-42V 120-277V 50/60HZ DIM LOG 1% 0-10V PKG B LISTED - EL
E2-959,,DRIVER - CC 30W 500mA 15-42V 120-277V 50/60HZ DIM LOG 1% 0-10V PKG B LISTED - EL
E2-960,,DRIVER - CC 30W 700mA 15-42V 120-277V 50/60HZ DIM LOG 1% 0-10V PKG B LISTED - EL
E2-961,,DRIVER - CC 30W 1050mA 15-42V 120-277V 50/60HZ DIM LOG 1% 0-10V PKG B LISTED - EL
E2-962,,DRIVER - CC 30W 350mA 15-42V 120-277V 50/60HZ DIM LIN 1% 0-10V PKG B LISTED - EL
E2-963,,DRIVER - CC 30W 500mA 15-42V 120-277V 50/60HZ DIM LIN 1% 0-10V PKG B LISTED - EL
E2-964,,DRIVER - CC 30W 700mA 15-42V 120-277V 50/60HZ DIM LIN 1% 0-10V PKG B LISTED - EL
E2-965,,DRIVER - CC 30W 1050mA 15-42V 120-277V 50/60HZ DIM LIN 1% 0-10V PKG B LISTED - EL
E2-966,,DRIVER - CC 40W 250mA 30-54V 120V 50/60HZ CCR FWD 1% DIM PKG KS - LU
E2-967,,DRIVER - CC 20W 250mA 10-54V 120-277V 50/60HZ DIM 1% ECO PKG V - LU
E2-968,,DRIVER - CC 30W 250mA 2-55V 120-277V 50/60HZ DIM LIN 1% 0-10V PKG B - EL
E2-969,,DRIVER - CC 30W 250mA 2-55V 120-277V 50/60HZ DIM LOG 1% 0-10V PKG B - EL
E2-970,,DRIVER - CC 30W 250mA 2-55V 120-277V 50/60HZ DIM LIN 1% DALI PKG B - EL
E2-971,,DRIVER - CC 40W 500mA 30-54V 120V 50/60HZ CCR FWD 1% DIM PKG KN-LU
E2-972,,DRIVER - CC 30W 500mA 2-55V 120-277V 50/60HZ DIM LIN 1% 0-10V PKG B - EL
E2-973,,DRIVER - CC 30W 500mA 2-55V 120-277V 50/60HZ DIM LOG 1% 0-10V PKG B - EL
E2-974,,DRIVER - CV 96W 2000mA 48V 120-277V 50/60HZ NON DIM -
E2-975,,DRIVER - CC 30W 225mA 15-42V 120-277V 50/60HZ DIM LOG 0.1% 0-10V PKG B LISTED - EL
E2-976,,DRIVER - CC 30W 225mA 15-42V 120-277V 50/60HZ DIM LIN 0.1% 0-10V PKG B LISTED - EL
E2-977,,DRIVER - CC 30W 225mA 15-42V 120-277V 50/60HZ DIM LOG 1% 0-10V PKG B LISTED - EL
E2-978,,DRIVER - CC 30W 225mA 15-42V 120-277V 50/60HZ DIM LIN 1% 0-10V PKG B LISTED - EL
E2-979,,DRIVER - CC 15W 350mA 12-42V 48VDC DIM 0% POE CM-MX
E2-980,,DRIVER - CC 20W 500mA 12-42V 48VDC DIM 0% POE CM -MX
E2-980-CS,,DRIVER - CC 20W 500mA 12-42V 48VDC DIM 0% POE CM -MX-CUSTOMER SUPPLY
E2-981,,DRIVER - CC 30W 700mA 12-42V 48VDC DIM 0% POE CM -MX
E2-981-CS,,DRIVER - CC 30W 700mA 12-42V 48VDC DIM 0% POE CM -MX-CUSTOMER SUPPLY
E2-982,,DRIVER- CC 45W 1050mA 12-42V 48vdc DIM 0% POE CM-MX
E2-983,,DRIVER - CC 10W 250mA 24-42V 120/277V 50/60HZ DIM 1% FWD/REV/ 0-10V ER
E2-984,,DRIVER- CC 40W 1300mA 20-30V 120-277V 50/60HZ DIM 1% ECO PKG KN-LU
E2-985,,DRIVER - CC 30W 225mA 2-55V 120-277V 50/60HZ DIM LIN 0.1% DALI PKG B - EL
E2-986,,DRIVER-CC 10W 200mA 28-42V 120/277V 50/60HZ DIM 1% FWD/REV/ 0-10V-ER
E2-987,,DRIVER - CC 30W 225mA 15-42V 120-277V 50/60HZ DIM LOG 0.1% DMX PKG B LISTED - EL
E2-988,,DRIVER - CC 30W 350mA 15-42V 120-277V 50/60HZ DIM LOG 0.1% DMX PKG B LISTED - EL
E2-989,,DRIVER - CC 30W 500mA 15-42V 120-277V 50/60HZ DIM LOG 0.1% DMX PKG B LISTED - EL
E2-990,,DRIVER - CC 30W 700mA 15-42V 120-277V 50/60HZ DIM LOG 0.1% DMX PKG B LISTED - EL
E2-991,,DRIVER - CC 30W 1050mA 15-42V 120-277V 50/60HZ DIM LOG 0.1% DMX PKG B LISTED - EL
E2-992,,DRIVER - CC 30W 1400mA 15-42V 120-277V 50/60HZ DIM LOG 0.1% DMX PKG B LISTED - EL
